date	pdo-index	MA-6	MA-12
1957-04-01	-0.81	-1.3716666666666668	-1.3541666666666667
1957-05-01	-0.02	-0.9683333333333334	-1.2208333333333334
1957-06-01	1.53	-0.5016666666666668	-0.9283333333333332
1957-07-01	0.59	-0.18499999999999997	-0.7558333333333334
1957-08-01	0.34	0.13333333333333333	-0.6441666666666667
1957-09-01	1.84	0.5783333333333333	-0.46749999999999997
1957-10-01	1.72	1.0	-0.18583333333333332
1957-11-01	1.54	1.26	0.14583333333333334
1957-12-01	0.46	1.0816666666666668	0.29
1958-01-01	0.83	1.1216666666666668	0.4683333333333333
1958-02-01	0.94	1.2216666666666667	0.6775000000000001
1958-03-01	0.62	1.0183333333333333	0.7983333333333333
1958-04-01	0.56	0.8250000000000001	0.9125000000000001
1958-05-01	1.46	0.8116666666666666	1.0358333333333334
1958-06-01	1.82	1.0383333333333333	1.0599999999999998
1958-07-01	0.61	1.0016666666666667	1.0616666666666668
1958-08-01	1.06	1.0216666666666667	1.1216666666666668
1958-09-01	0.77	1.0466666666666669	1.0325
1958-10-01	0.28	1.0	0.9125000000000001
1958-11-01	0.28	0.8033333333333333	0.8075000000000001
1958-12-01	1.14	0.69	0.8641666666666666
1959-01-01	1.04	0.7616666666666667	0.8816666666666667
1959-02-01	0.35	0.6433333333333333	0.8325
1959-03-01	-0.14	0.4916666666666667	0.7691666666666667
1959-04-01	-0.16	0.4183333333333333	0.7091666666666666
1959-05-01	-0.13	0.35000000000000003	0.5766666666666667
1959-06-01	0.23	0.19833333333333333	0.44416666666666665
1959-07-01	-0.42	-0.045000000000000005	0.3583333333333334
1959-08-01	-0.31	-0.155	0.24416666666666667
1959-09-01	-0.53	-0.21999999999999997	0.13583333333333333
1959-10-01	0.96	-0.03333333333333335	0.19249999999999998
1959-11-01	1.38	0.2183333333333333	0.2841666666666666
1959-12-01	1.02	0.3499999999999999	0.27416666666666667
1960-01-01	0.24	0.45999999999999996	0.2075
1960-02-01	0.61	0.6133333333333333	0.22916666666666663
1960-03-01	0.23	0.7400000000000001	0.25999999999999995
1960-04-01	0.21	0.615	0.29083333333333333
1960-05-01	0.35	0.4433333333333333	0.3308333333333333
1960-06-01	1.2	0.47333333333333333	0.4116666666666666
1960-07-01	-0.42	0.3633333333333333	0.4116666666666666
1960-08-01	-0.31	0.20999999999999996	0.4116666666666666
1960-09-01	-0.96	0.01166666666666664	0.3758333333333333
1960-10-01	-0.34	-0.08000000000000002	0.26749999999999996
1960-11-01	-0.34	-0.19500000000000003	0.12416666666666665
1960-12-01	0.0	-0.395	0.039166666666666655
1961-01-01	0.89	-0.17666666666666667	0.09333333333333332
1961-02-01	0.92	0.02833333333333334	0.11916666666666666
1961-03-01	0.64	0.295	0.15333333333333332
1961-04-01	0.28	0.3983333333333334	0.15916666666666668
1961-05-01	-0.54	0.365	0.085
1961-06-01	-0.7	0.24833333333333338	-0.07333333333333333
1961-07-01	-1.23	-0.10499999999999997	-0.14083333333333334
1961-08-01	-0.87	-0.4033333333333333	-0.1875
1961-09-01	-1.34	-0.7333333333333334	-0.21916666666666665
1961-10-01	-1.78	-1.0766666666666667	-0.33916666666666667
1961-11-01	-1.43	-1.2249999999999999	-0.43
1961-12-01	-1.73	-1.3966666666666665	-0.5741666666666666
1962-01-01	-1.0	-1.3583333333333332	-0.7316666666666666
1962-02-01	-0.87	-1.3583333333333334	-0.8808333333333332
1962-03-01	-1.06	-1.3116666666666668	-1.0225
1962-04-01	-0.95	-1.1733333333333333	-1.125
1962-05-01	-1.3	-1.1516666666666666	-1.1883333333333332
1962-06-01	-1.71	-1.1483333333333334	-1.2725
1962-07-01	-1.83	-1.2866666666666668	-1.3225
1962-08-01	-0.66	-1.2516666666666667	-1.305
1962-09-01	-1.47	-1.32	-1.3158333333333332
1962-10-01	-1.76	-1.455	-1.3141666666666667
1962-11-01	-0.38	-1.3016666666666665	-1.2266666666666668
1962-12-01	-0.23	-1.055	-1.1016666666666668
1963-01-01	0.12	-0.7300000000000001	-1.0083333333333333
1963-02-01	0.15	-0.595	-0.9233333333333333
1963-03-01	-0.28	-0.39666666666666667	-0.8583333333333334
1963-04-01	-0.27	-0.14833333333333334	-0.8016666666666666
1963-05-01	-1.26	-0.295	-0.7983333333333333
1963-06-01	-0.6	-0.3566666666666667	-0.7058333333333332
1963-07-01	-1.11	-0.5616666666666668	-0.6458333333333334
1963-08-01	-1.01	-0.755	-0.6749999999999999
1963-09-01	1.08	-0.5283333333333333	-0.46249999999999997
1963-10-01	0.34	-0.4266666666666667	-0.2875
1963-11-01	-0.5	-0.30000000000000004	-0.2975
1963-12-01	0.45	-0.12500000000000003	-0.24083333333333332
1964-01-01	0.34	0.11666666666666663	-0.2225
1964-02-01	0.21	0.31999999999999995	-0.2175
1964-03-01	-0.71	0.021666666666666612	-0.25333333333333335
1964-04-01	-1.27	-0.24666666666666673	-0.33666666666666667
1964-05-01	-2.39	-0.5616666666666668	-0.43083333333333335
1964-06-01	-0.86	-0.7800000000000001	-0.45250000000000007
1964-07-01	-1.08	-1.0166666666666668	-0.45
1964-08-01	-1.6	-1.3183333333333334	-0.4991666666666667
1964-09-01	-1.35	-1.425	-0.7016666666666667
1964-10-01	-0.64	-1.32	-0.7833333333333333
1964-11-01	-0.68	-1.0350000000000001	-0.7983333333333333
1964-12-01	-0.62	-0.9950000000000001	-0.8875000000000001
1965-01-01	-0.95	-0.9733333333333333	-0.9950000000000001
1965-02-01	-0.61	-0.8083333333333335	-1.0633333333333332
1965-03-01	-0.17	-0.6116666666666667	-1.0183333333333333
1965-04-01	-0.01	-0.5066666666666667	-0.9133333333333332
1965-05-01	-0.66	-0.5033333333333334	-0.7691666666666667
1965-06-01	-0.76	-0.5266666666666667	-0.7608333333333333
1965-07-01	-0.74	-0.4916666666666667	-0.7324999999999999
1965-08-01	0.32	-0.3366666666666667	-0.5725
1965-09-01	0.83	-0.17000000000000012	-0.3908333333333333
1965-10-01	0.3	-0.11833333333333344	-0.3125
1965-11-01	0.47	0.06999999999999991	-0.2166666666666667
1965-12-01	0.25	0.23833333333333326	-0.1441666666666667
1966-01-01	-0.67	0.24999999999999992	-0.12083333333333335
1966-02-01	-0.43	0.12499999999999989	-0.10583333333333335
1966-03-01	-1.0	-0.18000000000000008	-0.17500000000000004
1966-04-01	-0.37	-0.29166666666666674	-0.205
1966-05-01	-0.76	-0.49666666666666676	-0.21333333333333335
1966-06-01	0.1	-0.5216666666666667	-0.1416666666666667
1966-07-01	0.01	-0.4083333333333334	-0.07916666666666668
1966-08-01	-0.29	-0.385	-0.13000000000000003
1966-09-01	-0.35	-0.2766666666666667	-0.22833333333333336
1966-10-01	-0.6	-0.3150000000000001	-0.3033333333333333
1966-11-01	-0.71	-0.3066666666666667	-0.4016666666666666
1966-12-01	-0.21	-0.3583333333333334	-0.43999999999999995
1967-01-01	-0.24	-0.40000000000000013	-0.4041666666666666
1967-02-01	-0.25	-0.3933333333333335	-0.38916666666666666
1967-03-01	-0.8	-0.46833333333333343	-0.3725
1967-04-01	-1.13	-0.5566666666666668	-0.4358333333333333
1967-05-01	-1.54	-0.695	-0.5008333333333334
1967-06-01	-1.2	-0.86	-0.6091666666666666
1967-07-01	-1.21	-1.0216666666666667	-0.7108333333333334
1967-08-01	-1.55	-1.2383333333333333	-0.8158333333333333
1967-09-01	-0.6	-1.205	-0.8366666666666666
1967-10-01	-0.06	-1.0266666666666666	-0.7916666666666666
1967-11-01	0.36	-0.7100000000000001	-0.7025
1967-12-01	-0.68	-0.6233333333333334	-0.7416666666666667
1968-01-01	-0.65	-0.53	-0.7758333333333334
1968-02-01	-0.19	-0.3033333333333334	-0.7708333333333334
1968-03-01	0.08	-0.19000000000000009	-0.6974999999999999
1968-04-01	-0.69	-0.2950000000000001	-0.6608333333333333
1968-05-01	-0.79	-0.48666666666666675	-0.5983333333333333
1968-06-01	0.14	-0.35000000000000003	-0.48666666666666664
1968-07-01	0.44	-0.16833333333333336	-0.3491666666666667
1968-08-01	-0.01	-0.1383333333333334	-0.22083333333333335
1968-09-01	0.26	-0.10833333333333339	-0.14916666666666667
1968-10-01	-0.18	-0.02333333333333341	-0.15916666666666668
1968-11-01	0.03	0.11333333333333327	-0.18666666666666665
1968-12-01	-0.29	0.041666666666666595	-0.15416666666666667
1969-01-01	-0.71	-0.15000000000000005	-0.15916666666666668
1969-02-01	-1.22	-0.35166666666666674	-0.24499999999999997
1969-03-01	-1.21	-0.5966666666666667	-0.3525
1969-04-01	-1.07	-0.7450000000000001	-0.3841666666666666
1969-05-01	-1.06	-0.9266666666666667	-0.4066666666666667
1969-06-01	0.84	-0.7383333333333334	-0.34833333333333333
1969-07-01	-0.37	-0.6816666666666668	-0.41583333333333333
1969-08-01	-0.92	-0.6316666666666667	-0.4916666666666667
1969-09-01	-1.07	-0.6083333333333335	-0.6025
1969-10-01	0.95	-0.27166666666666683	-0.5083333333333334
1969-11-01	0.58	0.0016666666666665386	-0.46249999999999997
1969-12-01	1.13	0.04999999999999986	-0.3441666666666667
1970-01-01	1.06	0.28833333333333316	-0.19666666666666668
1970-02-01	1.01	0.6099999999999999	-0.010833333333333342
1970-03-01	1.2	0.9883333333333333	0.18999999999999997
1970-04-01	0.31	0.8816666666666665	0.305
1970-05-01	-0.89	0.6366666666666665	0.31916666666666665
1970-06-01	-0.12	0.42833333333333323	0.23916666666666664
1970-07-01	-0.92	0.09833333333333323	0.19333333333333333
1970-08-01	-1.79	-0.36833333333333346	0.1208333333333333
1970-09-01	-1.68	-0.8483333333333335	0.07
1970-10-01	-1.2	-1.1	-0.10916666666666665
1970-11-01	-0.92	-1.1050000000000002	-0.23416666666666663
1970-12-01	-0.91	-1.2366666666666668	-0.4041666666666666
1971-01-01	-1.34	-1.3066666666666669	-0.6041666666666666
1971-02-01	-1.45	-1.2500000000000002	-0.8091666666666667
1971-03-01	-1.55	-1.2283333333333333	-1.0383333333333333
1971-04-01	-1.7	-1.3116666666666668	-1.2058333333333333
1971-05-01	-1.75	-1.4500000000000002	-1.2774999999999999
1971-06-01	-1.86	-1.6083333333333334	-1.4225
1971-07-01	-2.25	-1.76	-1.5333333333333332
1971-08-01	-0.32	-1.5716666666666665	-1.4108333333333334
1971-09-01	-0.17	-1.3416666666666668	-1.285
1971-10-01	-0.35	-1.116666666666667	-1.2141666666666666
1971-11-01	-1.28	-1.0383333333333333	-1.2441666666666666
1971-12-01	-1.77	-1.0233333333333334	-1.3158333333333334
1972-01-01	-2.12	-1.0016666666666667	-1.3808333333333334
1972-02-01	-1.95	-1.2733333333333334	-1.4225
1972-03-01	-1.53	-1.5	-1.4208333333333334
1972-04-01	-1.7	-1.7250000000000003	-1.4208333333333334
1972-05-01	-2.16	-1.8716666666666668	-1.455
1972-06-01	-1.84	-1.8833333333333335	-1.4533333333333334
1972-07-01	-1.48	-1.7766666666666666	-1.3891666666666669
1972-08-01	-0.11	-1.47	-1.3716666666666668
1972-09-01	-0.2	-1.2483333333333333	-1.3741666666666668
1972-10-01	-0.22	-1.0016666666666667	-1.3633333333333333
1972-11-01	-0.05	-0.65	-1.2608333333333333
1972-12-01	-0.37	-0.40499999999999997	-1.1441666666666668
1973-01-01	-0.15	-0.18333333333333335	-0.9800000000000001
1973-02-01	-0.55	-0.25666666666666665	-0.8633333333333333
1973-03-01	-0.88	-0.37000000000000005	-0.8091666666666667
1973-04-01	-1.35	-0.5583333333333333	-0.7800000000000001
1973-05-01	-1.59	-0.8150000000000001	-0.7325
1973-06-01	-1.44	-0.9933333333333333	-0.6991666666666667
1973-07-01	-1.4	-1.2016666666666667	-0.6925
1973-08-01	-1.56	-1.37	-0.8133333333333334
1973-09-01	-1.05	-1.3983333333333334	-0.8841666666666667
1973-10-01	-1.36	-1.4000000000000001	-0.9791666666666666
1973-11-01	-1.42	-1.3716666666666668	-1.0933333333333333
1973-12-01	-0.89	-1.28	-1.1366666666666667
1974-01-01	-0.86	-1.19	-1.1958333333333333
1974-02-01	-1.38	-1.16	-1.265
1974-03-01	-1.21	-1.1866666666666668	-1.2925
1974-04-01	-0.62	-1.0633333333333332	-1.2316666666666667
1974-05-01	-0.72	-0.9466666666666667	-1.1591666666666665
1974-06-01	-0.37	-0.8599999999999999	-1.07
1974-07-01	0.02	-0.7133333333333334	-0.9516666666666667
1974-08-01	-0.27	-0.5283333333333333	-0.8441666666666667
1974-09-01	0.71	-0.20833333333333334	-0.6974999999999999
1974-10-01	0.19	-0.07333333333333333	-0.5683333333333332
1974-11-01	0.61	0.14833333333333332	-0.3991666666666666
1974-12-01	0.27	0.25499999999999995	-0.3025
1975-01-01	-0.65	0.14333333333333334	-0.285
1975-02-01	-0.93	0.033333333333333305	-0.24750000000000003
1975-03-01	-1.07	-0.26333333333333336	-0.23583333333333334
1975-04-01	-1.79	-0.5933333333333334	-0.3333333333333333
1975-05-01	-2.08	-1.0416666666666667	-0.4466666666666667
1975-06-01	-1.61	-1.3550000000000002	-0.55
1975-07-01	-0.84	-1.3866666666666667	-0.6216666666666667
1975-08-01	-1.56	-1.491666666666667	-0.7291666666666666
1975-09-01	-1.6	-1.58	-0.9216666666666669
1975-10-01	-1.59	-1.5466666666666669	-1.07
1975-11-01	-1.73	-1.4883333333333333	-1.265
1975-12-01	-1.49	-1.4683333333333335	-1.4116666666666668
1976-01-01	-1.08	-1.5083333333333335	-1.4475
1976-02-01	-1.01	-1.4166666666666667	-1.4541666666666668
1976-03-01	-1.31	-1.3683333333333334	-1.4741666666666668
1976-04-01	-1.38	-1.3333333333333333	-1.4400000000000002
1976-05-01	-1.23	-1.25	-1.3691666666666666
1976-06-01	-1.26	-1.2116666666666667	-1.34
1976-07-01	0.28	-0.9849999999999999	-1.2466666666666668
1976-08-01	0.97	-0.6549999999999999	-1.0358333333333334
1976-09-01	0.58	-0.34	-0.8541666666666666
1976-10-01	1.12	0.0766666666666667	-0.6283333333333333
1976-11-01	1.33	0.5033333333333334	-0.3733333333333333
1976-12-01	1.2	0.9133333333333334	-0.14916666666666664
1977-01-01	1.24	1.0733333333333335	0.04416666666666669
1977-02-01	1.51	1.1633333333333333	0.2541666666666667
1977-03-01	0.62	1.17	0.41500000000000004
1977-04-01	-0.25	0.9416666666666668	0.5091666666666667
1977-05-01	-0.47	0.6416666666666667	0.5725
1977-06-01	0.03	0.44666666666666677	0.68
1977-07-01	-0.06	0.23000000000000007	0.6516666666666667
1977-08-01	-0.09	-0.036666666666666625	0.5633333333333334
1977-09-01	-0.64	-0.24666666666666662	0.46166666666666667
1977-10-01	-0.84	-0.345	0.29833333333333334
1977-11-01	-0.45	-0.3416666666666666	0.15000000000000002
1977-12-01	-0.06	-0.35666666666666663	0.04500000000000002
1978-01-01	0.58	-0.25	-0.009999999999999981
1978-02-01	0.78	-0.10499999999999994	-0.07083333333333332
1978-03-01	1.13	0.19000000000000003	-0.02833333333333332
1978-04-01	1.03	0.5016666666666666	0.07833333333333335
1978-05-01	0.77	0.7050000000000001	0.18166666666666667
1978-06-01	0.33	0.77	0.2066666666666667
1978-07-01	-1.62	0.4033333333333335	0.0766666666666667
1978-08-01	-0.91	0.12166666666666669	0.00833333333333335
1978-09-01	-0.78	-0.19666666666666663	-0.003333333333333318
1978-10-01	0.07	-0.3566666666666667	0.07250000000000001
1978-11-01	-0.01	-0.48666666666666664	0.10916666666666668
1978-12-01	-0.51	-0.6266666666666666	0.07166666666666668
1979-01-01	-0.38	-0.41999999999999993	-0.008333333333333312
1979-02-01	-1.29	-0.48333333333333334	-0.18083333333333332
1979-03-01	-0.68	-0.4666666666666666	-0.33166666666666667
1979-04-01	-0.12	-0.49833333333333335	-0.4275
1979-05-01	0.57	-0.4016666666666666	-0.44416666666666665
1979-06-01	0.22	-0.27999999999999997	-0.45333333333333337
1979-07-01	0.3	-0.16666666666666666	-0.29333333333333333
1979-08-01	0.05	0.05666666666666669	-0.21333333333333335
1979-09-01	0.88	0.3166666666666667	-0.07499999999999997
1979-10-01	1.1	0.5200000000000001	0.010833333333333361
1979-11-01	0.58	0.5216666666666667	0.06000000000000002
1979-12-01	0.06	0.4950000000000001	0.10750000000000003
1980-01-01	0.06	0.45500000000000007	0.1441666666666667
1980-02-01	0.58	0.5433333333333333	0.30000000000000004
1980-03-01	0.62	0.5	0.4083333333333334
1980-04-01	0.78	0.4466666666666667	0.4833333333333334
1980-05-01	0.64	0.4566666666666667	0.48916666666666675
1980-06-01	-0.72	0.32666666666666666	0.4108333333333334
1980-07-01	-0.21	0.2816666666666667	0.3683333333333334
1980-08-01	0.08	0.1983333333333334	0.3708333333333334
1980-09-01	-0.13	0.07333333333333338	0.28666666666666674
1980-10-01	0.99	0.10833333333333338	0.2775
1980-11-01	0.71	0.12000000000000004	0.2883333333333334
1980-12-01	0.3	0.29000000000000004	0.3083333333333334
1981-01-01	1.18	0.5216666666666666	0.40166666666666667
1981-02-01	1.24	0.715	0.4566666666666667
1981-03-01	1.22	0.94	0.5066666666666667
1981-04-01	1.07	0.9533333333333335	0.5308333333333334
1981-05-01	1.29	1.05	0.5850000000000001
1981-06-01	1.82	1.3033333333333335	0.7966666666666667
1981-07-01	0.82	1.2433333333333334	0.8825000000000002
1981-08-01	-0.05	1.0283333333333333	0.8716666666666667
1981-09-01	0.43	0.8966666666666668	0.9183333333333333
1981-10-01	-0.09	0.7033333333333333	0.8283333333333333
1981-11-01	0.54	0.5783333333333334	0.8141666666666668
1981-12-01	0.59	0.37333333333333335	0.8383333333333334
1982-01-01	0.11	0.25500000000000006	0.7491666666666666
1982-02-01	-0.19	0.2316666666666667	0.63
1982-03-01	-0.37	0.09833333333333338	0.4975
1982-04-01	-0.7	-0.0033333333333332806	0.3500000000000001
1982-05-01	-1.21	-0.29499999999999993	0.14166666666666675
1982-06-01	-0.99	-0.5583333333333332	-0.09249999999999996
1982-07-01	0.12	-0.5566666666666666	-0.15083333333333326
1982-08-01	-0.08	-0.5383333333333332	-0.1533333333333333
1982-09-01	0.51	-0.3916666666666666	-0.14666666666666664
1982-10-01	0.15	-0.24999999999999992	-0.12666666666666662
1982-11-01	-0.6	-0.14833333333333323	-0.2216666666666666
1982-12-01	0.16	0.043333333333333425	-0.25749999999999995
1983-01-01	0.4	0.0900000000000001	-0.23333333333333325
1983-02-01	0.97	0.26500000000000007	-0.1366666666666666
1983-03-01	1.73	0.46833333333333343	0.038333333333333386
1983-04-01	1.26	0.6533333333333334	0.20166666666666674
1983-05-01	1.01	0.9216666666666667	0.3866666666666667
1983-06-01	1.9	1.2116666666666667	0.6275000000000001
1983-07-01	2.47	1.5566666666666666	0.8233333333333334
1983-08-01	1.18	1.5916666666666668	0.9283333333333333
1983-09-01	0.47	1.3816666666666668	0.9250000000000002
1983-10-01	0.68	1.2850000000000001	0.9691666666666667
1983-11-01	1.19	1.3150000000000002	1.1183333333333334
1983-12-01	1.72	1.2850000000000001	1.2483333333333333
1984-01-01	1.42	1.11	1.3333333333333333
1984-02-01	1.23	1.1183333333333334	1.3550000000000002
1984-03-01	1.56	1.3	1.3408333333333333
1984-04-01	1.0	1.3533333333333335	1.3191666666666666
1984-05-01	0.87	1.3	1.3075
1984-06-01	-0.13	0.9916666666666668	1.1383333333333334
1984-07-01	-0.35	0.6966666666666668	0.9033333333333333
1984-08-01	0.01	0.4933333333333334	0.8058333333333333
1984-09-01	0.18	0.2633333333333334	0.7816666666666666
1984-10-01	0.43	0.16833333333333342	0.7608333333333333
1984-11-01	0.54	0.11333333333333341	0.7066666666666667
1984-12-01	0.48	0.21500000000000008	0.6033333333333334
1985-01-01	0.87	0.41833333333333345	0.5575
1985-02-01	0.48	0.49666666666666676	0.49500000000000005
1985-03-01	-0.34	0.4100000000000001	0.3366666666666667
1985-04-01	-0.52	0.25166666666666676	0.21000000000000005
1985-05-01	-0.87	0.016666666666666736	0.06500000000000004
1985-06-01	0.04	-0.056666666666666594	0.0791666666666667
1985-07-01	0.52	-0.11499999999999992	0.1516666666666667
1985-08-01	0.19	-0.16333333333333325	0.1666666666666667
1985-09-01	0.13	-0.08499999999999992	0.16250000000000006
1985-10-01	0.14	0.025000000000000067	0.13833333333333336
1985-11-01	-0.65	0.06166666666666674	0.03916666666666672
1985-12-01	0.33	0.11000000000000006	0.026666666666666713
1986-01-01	1.04	0.19666666666666674	0.04083333333333339
1986-02-01	1.47	0.4100000000000001	0.12333333333333336
1986-03-01	1.68	0.6683333333333334	0.29166666666666674
1986-04-01	1.21	0.8466666666666667	0.43583333333333346
1986-05-01	0.85	1.096666666666667	0.5791666666666667
1986-06-01	0.62	1.1450000000000002	0.6275000000000001
1986-07-01	1.05	1.1466666666666667	0.6716666666666667
1986-08-01	-0.19	0.87	0.64
1986-09-01	-0.03	0.5850000000000001	0.6266666666666667
1986-10-01	1.0	0.55	0.6983333333333334
1986-11-01	1.68	0.6883333333333334	0.8925000000000001
1986-12-01	1.71	0.87	1.0075
1987-01-01	1.47	0.9400000000000001	1.0433333333333332
1987-02-01	1.46	1.215	1.0425000000000002
1987-03-01	1.35	1.445	1.0150000000000001
1987-04-01	1.38	1.5083333333333335	1.0291666666666668
1987-05-01	0.82	1.365	1.0266666666666666
1987-06-01	0.05	1.0883333333333334	0.9791666666666666
1987-07-01	1.38	1.0733333333333335	1.0066666666666666
1987-08-01	1.74	1.12	1.1675
1987-09-01	1.44	1.135	1.29
1987-10-01	0.68	1.0183333333333333	1.2633333333333334
1987-11-01	0.93	1.0366666666666668	1.2008333333333334
1987-12-01	0.94	1.1849999999999998	1.1366666666666667
1988-01-01	0.23	0.9933333333333335	1.0333333333333334
1988-02-01	0.47	0.7816666666666667	0.9508333333333333
1988-03-01	0.49	0.6233333333333334	0.8791666666666665
1988-04-01	0.34	0.5666666666666668	0.7925
1988-05-01	0.37	0.4733333333333334	0.755
1988-06-01	0.21	0.35166666666666674	0.7683333333333332
1988-07-01	-0.15	0.2883333333333334	0.6408333333333334
1988-08-01	-0.88	0.06333333333333337	0.42250000000000004
1988-09-01	-0.98	-0.18166666666666664	0.2208333333333334
1988-10-01	-0.36	-0.2983333333333333	0.13416666666666674
1988-11-01	-0.06	-0.36999999999999994	0.051666666666666715
1988-12-01	-0.14	-0.4283333333333333	-0.03833333333333328
1989-01-01	-1.24	-0.61	-0.16083333333333327
1989-02-01	-1.45	-0.705	-0.3208333333333333
1989-03-01	-1.24	-0.7483333333333334	-0.465
1989-04-01	-0.32	-0.7416666666666666	-0.5199999999999999
1989-05-01	-0.09	-0.7466666666666666	-0.5583333333333333
1989-06-01	0.11	-0.705	-0.5666666666666667
1989-07-01	0.56	-0.40499999999999997	-0.5075
1989-08-01	-0.44	-0.2366666666666666	-0.47083333333333327
1989-09-01	-0.57	-0.12499999999999996	-0.4366666666666666
1989-10-01	-0.51	-0.15666666666666662	-0.44916666666666666
1989-11-01	-0.76	-0.2683333333333333	-0.5075
1989-12-01	-0.1	-0.3033333333333333	-0.5041666666666667
1990-01-01	-0.42	-0.4666666666666666	-0.4358333333333333
1990-02-01	-1.28	-0.6066666666666667	-0.42166666666666663
1990-03-01	-1.24	-0.7183333333333334	-0.42166666666666663
1990-04-01	-0.15	-0.6583333333333333	-0.4075
1990-05-01	-0.32	-0.5850000000000001	-0.4266666666666666
1990-06-01	-0.25	-0.61	-0.4566666666666666
1990-07-01	-0.31	-0.5916666666666667	-0.5291666666666666
1990-08-01	-0.43	-0.45	-0.5283333333333333
1990-09-01	-0.26	-0.2866666666666667	-0.5025
1990-10-01	-1.16	-0.455	-0.5566666666666666
1990-11-01	-1.88	-0.715	-0.65
1990-12-01	-2.22	-1.0433333333333332	-0.8266666666666665
