date	soi-index	MA-6	MA-12
1963-09-01	-1.0	-0.016666666666666757	0.5666666666666668
1963-10-01	-2.0	-0.5666666666666668	0.26666666666666666
1963-11-01	-1.4	-0.9	0.10833333333333335
1963-12-01	-2.0	-1.1	-0.08333333333333333
1964-01-01	-0.6	-1.1666666666666667	-0.275
1964-02-01	0.1	-1.1500000000000001	-0.3416666666666666
1964-03-01	1.9	-0.6666666666666666	-0.34166666666666673
1964-04-01	1.8	-0.03333333333333336	-0.30000000000000004
1964-05-01	0.4	0.2666666666666666	-0.31666666666666665
1964-06-01	1.2	0.7999999999999998	-0.15000000000000002
1964-07-01	0.9	1.0499999999999998	-0.05833333333333334
1964-08-01	2.5	1.45	0.15
1964-09-01	2.1	1.4833333333333332	0.4083333333333334
1964-10-01	2.2	1.5499999999999998	0.7583333333333333
1964-11-01	0.3	1.5333333333333332	0.9
1964-12-01	-0.5	1.25	1.0250000000000001
1965-01-01	-0.7	0.9833333333333333	1.0166666666666666
1965-02-01	0.7	0.6833333333333332	1.0666666666666667
1965-03-01	1.2	0.5333333333333333	1.0083333333333333
1965-04-01	-0.9	0.01666666666666659	0.7833333333333332
1965-05-01	0.3	0.01666666666666659	0.775
1965-06-01	-0.9	-0.05000000000000008	0.6
1965-07-01	-3.0	-0.4333333333333334	0.275
1965-08-01	-1.1	-0.7333333333333334	-0.024999999999999984
1965-09-01	-2.2	-1.3	-0.3833333333333333
1965-10-01	-1.5	-1.4000000000000001	-0.6916666666666668
1965-11-01	-2.4	-1.8500000000000003	-0.9166666666666666
1965-12-01	0.3	-1.6500000000000001	-0.8500000000000001
1966-01-01	-2.2	-1.5166666666666668	-0.975
1966-02-01	-0.4	-1.4000000000000001	-1.0666666666666667
1966-03-01	-1.5	-1.2833333333333334	-1.2916666666666667
1966-04-01	-0.3	-1.0833333333333335	-1.2416666666666667
1966-05-01	-0.7	-0.8000000000000002	-1.325
1966-06-01	0.5	-0.7666666666666669	-1.2083333333333333
1966-07-01	0.1	-0.38333333333333336	-0.9500000000000001
1966-08-01	1.1	-0.1333333333333334	-0.7666666666666667
1966-09-01	-0.4	0.049999999999999954	-0.6166666666666666
1966-10-01	-0.2	0.06666666666666661	-0.5083333333333334
1966-11-01	-0.0	0.18333333333333326	-0.30833333333333335
1966-12-01	-0.6	-5.551115123125783e-17	-0.3833333333333333
1967-01-01	2.8	0.4499999999999999	0.03333333333333336
1967-02-01	2.8	0.7333333333333331	0.3
1967-03-01	2.0	1.133333333333333	0.5916666666666667
1967-04-01	-0.1	1.1499999999999997	0.6083333333333334
1967-05-01	-0.0	1.1499999999999997	0.6666666666666666
1967-06-01	1.1	1.4333333333333333	0.7166666666666667
1967-07-01	0.3	1.0166666666666666	0.7333333333333334
1967-08-01	1.2	0.75	0.7416666666666667
1967-09-01	0.8	0.5499999999999999	0.8416666666666668
1967-10-01	0.1	0.5833333333333333	0.8666666666666667
1967-11-01	-0.7	0.4666666666666666	0.8083333333333332
1967-12-01	-0.9	0.13333333333333328	0.7833333333333333
1968-01-01	0.9	0.23333333333333328	0.625
1968-02-01	2.1	0.3833333333333333	0.5666666666666668
1968-03-01	0.2	0.28333333333333327	0.4166666666666667
1968-04-01	0.0	0.2666666666666666	0.425
1968-05-01	2.1	0.7333333333333334	0.6
1968-06-01	1.8	1.1833333333333333	0.6583333333333333
1968-07-01	1.1	1.2166666666666666	0.7250000000000001
1968-08-01	0.4	0.9333333333333332	0.6583333333333333
1968-09-01	-0.4	0.8333333333333334	0.5583333333333335
1968-10-01	-0.1	0.8166666666666668	0.5416666666666666
1968-11-01	-0.6	0.36666666666666664	0.55
1968-12-01	0.3	0.11666666666666663	0.65
1969-01-01	-2.4	-0.46666666666666673	0.375
1969-02-01	-0.9	-0.6833333333333335	0.12500000000000003
1969-03-01	0.7	-0.5000000000000001	0.1666666666666667
1969-04-01	-0.6	-0.5833333333333334	0.1166666666666667
1969-05-01	-0.4	-0.5500000000000002	-0.09166666666666663
1969-06-01	0.3	-0.55	-0.21666666666666665
1969-07-01	-0.8	-0.28333333333333344	-0.375
1969-08-01	-0.2	-0.16666666666666677	-0.425
1969-09-01	-1.6	-0.5500000000000002	-0.525
1969-10-01	-1.5	-0.7000000000000002	-0.6416666666666666
1969-11-01	-0.1	-0.6500000000000001	-0.6
1969-12-01	0.7	-0.5833333333333335	-0.5666666666666667
1970-01-01	-1.9	-0.7666666666666667	-0.525
1970-02-01	-1.7	-1.0166666666666668	-0.5916666666666667
1970-03-01	1.0	-0.5833333333333335	-0.5666666666666667
1970-04-01	-0.1	-0.3500000000000001	-0.525
1970-05-01	0.6	-0.23333333333333342	-0.44166666666666665
1970-06-01	1.6	-0.08333333333333341	-0.3333333333333333
1970-07-01	-0.6	0.13333333333333325	-0.3166666666666666
1970-08-01	1.0	0.5833333333333333	-0.2166666666666666
1970-09-01	1.9	0.7333333333333331	0.07500000000000005
1970-10-01	1.7	1.0333333333333332	0.34166666666666673
1970-11-01	2.6	1.3666666666666665	0.5666666666666668
1970-12-01	3.2	1.6333333333333335	0.775
1971-01-01	0.6	1.8333333333333333	0.9833333333333334
1971-02-01	3.3	2.2166666666666663	1.4000000000000001
1971-03-01	3.8	2.533333333333333	1.6333333333333335
1971-04-01	2.8	2.716666666666667	1.875
1971-05-01	1.4	2.516666666666666	1.9416666666666667
1971-06-01	0.7	2.0999999999999996	1.8666666666666665
1971-07-01	0.4	2.0666666666666664	1.95
1971-08-01	2.5	1.933333333333333	2.0749999999999997
1971-09-01	2.3	1.6833333333333333	2.1083333333333334
1971-10-01	2.8	1.683333333333333	2.1999999999999997
1971-11-01	0.9	1.5999999999999999	2.058333333333333
1971-12-01	0.4	1.5499999999999998	1.8250000000000002
1972-01-01	0.8	1.6166666666666665	1.8416666666666668
1972-02-01	1.8	1.4999999999999998	1.7166666666666666
1972-03-01	1.1	1.3	1.4916666666666665
1972-04-01	-0.2	0.7999999999999999	1.2416666666666665
1972-05-01	-2.6	0.21666666666666656	0.9083333333333333
1972-06-01	-0.9	-1.295260195396016e-16	0.7749999999999999
1972-07-01	-2.4	-0.5333333333333334	0.5416666666666666
1972-08-01	-0.8	-0.9666666666666668	0.2666666666666666
1972-09-01	-2.2	-1.5166666666666668	-0.10833333333333335
1972-10-01	-1.5	-1.7333333333333336	-0.4666666666666666
1972-11-01	-0.6	-1.4000000000000001	-0.5916666666666667
1972-12-01	-2.1	-1.6000000000000003	-0.8000000000000002
1973-01-01	-0.5	-1.2833333333333334	-0.9083333333333335
1973-02-01	-2.3	-1.5333333333333334	-1.25
1973-03-01	1.2	-0.9666666666666668	-1.241666666666667
1973-04-01	0.1	-0.7000000000000002	-1.2166666666666666
1973-05-01	0.7	-0.48333333333333345	-0.9416666666666668
1973-06-01	1.8	0.16666666666666652	-0.7166666666666668
1973-07-01	1.0	0.4166666666666665	-0.43333333333333335
1973-08-01	2.1	1.1499999999999997	-0.19166666666666668
1973-09-01	2.0	1.2833333333333332	0.15833333333333333
1973-10-01	1.3	1.4833333333333332	0.39166666666666666
1973-11-01	4.3	2.0833333333333335	0.7999999999999999
1973-12-01	3.0	2.283333333333333	1.2249999999999999
1974-01-01	4.0	2.783333333333333	1.5999999999999999
1974-02-01	3.4	3.0	2.0749999999999997
1974-03-01	4.0	3.3333333333333335	2.3083333333333336
1974-04-01	1.6	3.383333333333333	2.433333333333333
1974-05-01	1.6	2.933333333333333	2.5083333333333333
1974-06-01	0.7	2.55	2.4166666666666665
1974-07-01	1.9	2.1999999999999997	2.4916666666666667
1974-08-01	1.3	1.8499999999999999	2.4250000000000003
1974-09-01	1.8	1.4833333333333334	2.4083333333333337
1974-10-01	1.5	1.4666666666666668	2.4250000000000003
1974-11-01	-0.2	1.1666666666666665	2.0500000000000003
1974-12-01	0.3	1.0999999999999999	1.8250000000000002
1975-01-01	-0.8	0.65	1.425
1975-02-01	1.3	0.6499999999999999	1.25
1975-03-01	2.6	0.7833333333333332	1.1333333333333333
1975-04-01	1.9	0.85	1.1583333333333334
1975-05-01	1.1	1.0666666666666667	1.1166666666666667
1975-06-01	2.1	1.3666666666666665	1.2333333333333334
1975-07-01	3.1	2.0166666666666666	1.3333333333333333
1975-08-01	3.3	2.35	1.5
1975-09-01	3.4	2.483333333333333	1.6333333333333335
1975-10-01	2.8	2.6333333333333333	1.7416666666666665
1975-11-01	1.9	2.766666666666666	1.9166666666666667
1975-12-01	3.5	3.0	2.1833333333333336
1976-01-01	2.3	2.8666666666666667	2.4416666666666664
1976-02-01	2.8	2.783333333333333	2.566666666666667
1976-03-01	2.9	2.6999999999999997	2.591666666666667
1976-04-01	0.5	2.3166666666666664	2.475
1976-05-01	0.6	2.1	2.433333333333333
1976-06-01	0.4	1.5833333333333333	2.2916666666666665
1976-07-01	-1.4	0.9666666666666665	1.9166666666666667
1976-08-01	-1.3	0.28333333333333327	1.5333333333333332
1976-09-01	-1.9	-0.5166666666666667	1.0916666666666666
1976-10-01	0.7	-0.4833333333333334	0.9166666666666666
1976-11-01	1.2	-0.38333333333333347	0.8583333333333334
1976-12-01	-0.6	-0.55	0.5166666666666667
1977-01-01	-0.7	-0.4333333333333334	0.26666666666666666
1977-02-01	2.0	0.11666666666666659	0.20000000000000004
1977-03-01	-0.9	0.28333333333333327	-0.11666666666666663
1977-04-01	-0.7	0.04999999999999991	-0.21666666666666665
1977-05-01	-0.8	-0.28333333333333344	-0.3333333333333333
1977-06-01	-1.5	-0.4333333333333334	-0.49166666666666664
1977-07-01	-1.9	-0.6333333333333334	-0.5333333333333333
1977-08-01	-1.3	-1.1833333333333333	-0.5333333333333333
1977-09-01	-1.3	-1.25	-0.48333333333333334
1977-10-01	-1.7	-1.416666666666667	-0.6833333333333332
1977-11-01	-2.1	-1.6333333333333335	-0.9583333333333334
1977-12-01	-1.7	-1.6666666666666667	-1.05
1978-01-01	-0.5	-1.4333333333333336	-1.0333333333333334
1978-02-01	-4.4	-1.9500000000000004	-1.5666666666666664
1978-03-01	-0.3	-1.7833333333333334	-1.5166666666666666
1978-04-01	-0.5	-1.5833333333333337	-1.5
1978-05-01	2.2	-0.8666666666666668	-1.25
1978-06-01	1.1	-0.40000000000000013	-1.0333333333333334
1978-07-01	0.9	-0.16666666666666682	-0.7999999999999999
1978-08-01	0.7	0.6833333333333332	-0.6333333333333332
1978-09-01	0.1	0.7499999999999999	-0.5166666666666666
1978-10-01	-0.6	0.7333333333333333	-0.425
1978-11-01	-0.0	0.3666666666666665	-0.24999999999999992
1978-12-01	-0.1	0.1666666666666665	-0.1166666666666666
1979-01-01	-0.7	-0.10000000000000019	-0.13333333333333328
1979-02-01	1.6	0.04999999999999982	0.36666666666666675
1979-03-01	0.2	0.0666666666666665	0.40833333333333344
1979-04-01	-0.2	0.13333333333333316	0.4333333333333334
1979-05-01	0.8	0.26666666666666655	0.3166666666666667
1979-06-01	1.1	0.46666666666666656	0.3166666666666667
1979-07-01	2.2	0.9499999999999998	0.4250000000000001
1979-08-01	-0.3	0.6333333333333333	0.34166666666666673
1979-09-01	0.2	0.6333333333333332	0.3500000000000001
1979-10-01	-0.2	0.6333333333333332	0.38333333333333336
1979-11-01	-0.7	0.38333333333333314	0.32500000000000007
1979-12-01	-1.2	-1.4802973661668753e-16	0.2333333333333334
1980-01-01	0.7	-0.25000000000000017	0.3500000000000001
1980-02-01	0.5	-0.11666666666666685	0.25833333333333336
1980-03-01	-0.7	-0.26666666666666683	0.18333333333333343
1980-04-01	-1.0	-0.4000000000000002	0.11666666666666675
1980-05-01	-0.0	-0.2833333333333335	0.050000000000000065
1980-06-01	-0.0	-0.08333333333333352	-0.04166666666666661
1980-07-01	-0.1	-0.21666666666666687	-0.23333333333333328
1980-08-01	0.6	-0.20000000000000018	-0.1583333333333333
1980-09-01	-0.8	-0.21666666666666687	-0.2416666666666666
1980-10-01	0.0	-0.05000000000000019	-0.22499999999999995
1980-11-01	-0.6	-0.1500000000000002	-0.2166666666666666
1980-12-01	-0.1	-0.16666666666666685	-0.12499999999999994
1981-01-01	0.6	-0.05000000000000019	-0.13333333333333328
1981-02-01	-0.3	-0.20000000000000018	-0.19999999999999996
1981-03-01	-2.1	-0.4166666666666668	-0.31666666666666665
1981-04-01	-0.2	-0.45000000000000023	-0.24999999999999997
1981-05-01	1.3	-0.13333333333333353	-0.1416666666666666
1981-06-01	2.0	0.21666666666666645	0.02500000000000006
1981-07-01	1.4	0.3499999999999998	0.15000000000000005
1981-08-01	1.2	0.5999999999999998	0.20000000000000004
1981-09-01	0.5	1.0333333333333332	0.3083333333333334
1981-10-01	-0.6	0.9666666666666663	0.2583333333333334
1981-11-01	0.3	0.7999999999999998	0.3333333333333334
1981-12-01	0.8	0.5999999999999998	0.4083333333333334
1982-01-01	2.0	0.6999999999999997	0.525
1982-02-01	0.4	0.5666666666666664	0.5833333333333334
1982-03-01	1.0	0.6499999999999998	0.8416666666666668
1982-04-01	0.1	0.7666666666666665	0.8666666666666667
1982-05-01	-0.6	0.6166666666666664	0.7083333333333335
1982-06-01	-1.7	0.19999999999999973	0.4000000000000001
1982-07-01	-2.5	-0.5500000000000003	0.07500000000000007
1982-08-01	-2.9	-1.1000000000000003	-0.2666666666666666
1982-09-01	-2.9	-1.7500000000000002	-0.5499999999999999
1982-10-01	-2.8	-2.2333333333333334	-0.7333333333333333
1982-11-01	-4.3	-2.85	-1.1166666666666665
1982-12-01	-3.7	-3.1833333333333336	-1.4916666666666665
1983-01-01	-5.8	-3.733333333333334	-2.1416666666666666
1983-02-01	-6.0	-4.25	-2.6749999999999994
1983-03-01	-4.0	-4.433333333333334	-3.0916666666666663
1983-04-01	-1.5	-4.216666666666667	-3.2249999999999996
1983-05-01	1.0	-3.3333333333333335	-3.0916666666666663
1983-06-01	0.1	-2.6999999999999997	-2.941666666666667
1983-07-01	-1.0	-1.9000000000000004	-2.816666666666667
1983-08-01	0.2	-0.866666666666667	-2.558333333333333
1983-09-01	1.4	0.03333333333333303	-2.1999999999999997
1983-10-01	0.7	0.3999999999999997	-1.9083333333333332
1983-11-01	-0.2	0.1999999999999997	-1.5666666666666667
1983-12-01	0.0	0.18333333333333302	-1.2583333333333333
1984-01-01	0.3	0.39999999999999963	-0.75
1984-02-01	1.4	0.5999999999999996	-0.13333333333333328
1984-03-01	-0.4	0.29999999999999966	0.16666666666666674
1984-04-01	0.6	0.283333333333333	0.34166666666666673
1984-05-01	0.3	0.3666666666666663	0.2833333333333334
1984-06-01	-0.6	0.26666666666666633	0.22500000000000006
1984-07-01	0.3	0.26666666666666633	0.3333333333333334
1984-08-01	0.7	0.1499999999999997	0.375
1984-09-01	0.2	0.24999999999999967	0.2750000000000001
1984-10-01	-0.5	0.06666666666666636	0.17500000000000004
1984-11-01	0.4	0.08333333333333304	0.2250000000000001
1984-12-01	-0.2	0.14999999999999972	0.2083333333333334
1985-01-01	-0.5	0.016666666666666385	0.14166666666666672
1985-02-01	2.0	0.23333333333333306	0.19166666666666674
1985-03-01	1.3	0.41666666666666635	0.3333333333333334
1985-04-01	1.9	0.8166666666666664	0.4416666666666667
1985-05-01	0.7	0.8666666666666663	0.4750000000000001
1985-06-01	-0.6	0.7999999999999997	0.4750000000000001
1985-07-01	-0.2	0.8499999999999996	0.4333333333333334
1985-08-01	1.6	0.7833333333333331	0.5083333333333334
1985-09-01	0.0	0.5666666666666664	0.4916666666666667
1985-10-01	-0.6	0.14999999999999972	0.4833333333333334
1985-11-01	-0.3	-0.01666666666666695	0.4250000000000001
1985-12-01	0.4	0.14999999999999972	0.47500000000000003
1986-01-01	1.6	0.44999999999999973	0.6500000000000001
1986-02-01	-1.7	-0.10000000000000027	0.34166666666666673
1986-03-01	0.8	0.03333333333333307	0.30000000000000004
1986-04-01	0.5	0.21666666666666642	0.18333333333333343
1986-05-01	-0.4	0.19999999999999973	0.09166666666666674
1986-06-01	1.6	0.39999999999999974	0.2750000000000001
1986-07-01	0.5	0.21666666666666637	0.3333333333333334
1986-08-01	-0.6	0.3999999999999997	0.1500000000000001
1986-09-01	-0.8	0.13333333333333303	0.08333333333333341
1986-10-01	1.1	0.23333333333333303	0.2250000000000001
1986-11-01	-2.0	-0.03333333333333366	0.08333333333333341
1986-12-01	-2.4	-0.7000000000000003	-0.1499999999999999
1987-01-01	-1.1	-0.9666666666666671	-0.37499999999999994
1987-02-01	-2.1	-1.216666666666667	-0.4083333333333332
1987-03-01	-2.1	-1.4333333333333336	-0.65
1987-04-01	-2.3	-2.0000000000000004	-0.8833333333333332
1987-05-01	-2.1	-2.016666666666667	-1.025
1987-06-01	-1.8	-1.9166666666666672	-1.3083333333333333
1987-07-01	-2.2	-2.1	-1.5333333333333332
1987-08-01	-1.5	-2.0000000000000004	-1.6083333333333332
1987-09-01	-1.7	-1.9333333333333336	-1.6833333333333333
1987-10-01	-0.6	-1.6500000000000004	-1.825
1987-11-01	-0.0	-1.3000000000000003	-1.6583333333333332
1987-12-01	-0.8	-1.1333333333333335	-1.5250000000000001
1988-01-01	-0.2	-0.8000000000000003	-1.45
1988-02-01	-0.6	-0.6500000000000002	-1.325
1988-03-01	1.1	-0.18333333333333365	-1.0583333333333333
1988-04-01	0.2	-0.05000000000000027	-0.85
1988-05-01	1.5	0.19999999999999973	-0.5499999999999999
1988-06-01	0.1	0.3499999999999997	-0.39166666666666666
1988-07-01	1.7	0.6666666666666664	-0.06666666666666665
1988-08-01	2.5	1.1833333333333331	0.26666666666666666
1988-09-01	3.0	1.4999999999999998	0.6583333333333333
1988-10-01	2.3	1.8499999999999996	0.9
1988-11-01	2.8	2.0666666666666664	1.1333333333333333
1988-12-01	2.0	2.3833333333333333	1.3666666666666665
1989-01-01	2.5	2.516666666666666	1.5916666666666668
1989-02-01	2.0	2.433333333333333	1.8083333333333336
1989-03-01	1.8	2.233333333333333	1.8666666666666665
1989-04-01	2.7	2.2999999999999994	2.0749999999999997
1989-05-01	2.0	2.1666666666666665	2.1166666666666667
1989-06-01	1.2	2.0333333333333328	2.2083333333333335
1989-07-01	1.5	1.8666666666666663	2.191666666666667
1989-08-01	-0.5	1.4499999999999995	1.9416666666666667
1989-09-01	0.8	1.283333333333333	1.7583333333333335
1989-10-01	1.3	1.0499999999999996	1.6749999999999998
1989-11-01	-0.4	0.6499999999999997	1.4083333333333332
1989-12-01	-0.9	0.29999999999999977	1.1666666666666667
1990-01-01	-0.1	0.03333333333333304	0.9500000000000001
1990-02-01	-3.0	-0.3833333333333336	0.5333333333333333
1990-03-01	-0.7	-0.6333333333333336	0.325
1990-04-01	0.3	-0.8000000000000003	0.125
1990-05-01	2.0	-0.4000000000000003	0.125
1990-06-01	0.5	-0.16666666666666693	0.06666666666666667
1990-07-01	0.9	-2.590520390792032e-16	0.016666666666666673
1990-08-01	-0.3	0.44999999999999973	0.03333333333333334
1990-09-01	-1.2	0.3666666666666664	-0.13333333333333333
1990-10-01	0.4	0.383333333333333	-0.20833333333333334
1990-11-01	-0.8	-0.08333333333333365	-0.24166666666666667
1990-12-01	-0.4	-0.23333333333333361	-0.19999999999999998
1991-01-01	1.0	-0.21666666666666692	-0.10833333333333332
1991-02-01	0.4	-0.10000000000000031	0.17500000000000002
1991-03-01	-1.1	-0.08333333333333366	0.14166666666666664
1991-04-01	-1.0	-0.31666666666666704	0.033333333333333326
1991-05-01	-1.7	-0.466666666666667	-0.27499999999999997
1991-06-01	-0.2	-0.43333333333333374	-0.3333333333333333
1991-07-01	0.0	-0.6000000000000004	-0.4083333333333334
